EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,Attrition,SoftSkillsScore,TechnicalSkillsScore,LeadershipScore,CommunicationScore,AdaptabilityScore,InnovationScore,TeamworkScore,CultureFitScore,EngagementScore,GrowthPotential,SalaryCompetitiveness
472,43,Male,Married,4,Other,Research & Development,Manufacturing Director,2,5117,5,11,2,0,1,3,1,16,Non-Travel,No,3,3,4,4,4,4,16,0,0,6.6,5.9,3.5,9.6,4.6,6.5,4.3,6.9,8.9,5.2,85.3
473,25,Male,Married,4,Technical Degree,Sales,Manager,2,6719,6,14,0,2,4,1,0,1,Travel_Rarely,Yes,3,3,3,2,1,4,23,1,0,5.4,4.1,4.8,7.8,7.0,4.7,8.5,6.8,5.9,5.1,112.0
474,46,Male,Single,4,Life Sciences,Human Resources,HR Manager,3,9413,0,7,0,0,0,2,5,1,Non-Travel,No,4,2,4,2,3,3,13,0,1,6.5,6.9,6.3,5.4,6.1,3.3,6.5,6.0,7.4,6.3,94.1
475,43,Male,Married,4,Medical,Research & Development,Laboratory Technician,4,12665,1,9,1,1,1,3,4,11,Travel_Rarely,No,3,4,2,2,4,3,15,0,0,7.0,9.8,4.8,8.5,5.3,5.8,5.6,6.0,8.0,6.8,84.4
476,27,Male,Married,4,Life Sciences,Technology,Tech Lead,3,10568,0,5,0,0,0,4,4,3,Travel_Rarely,Yes,4,4,4,3,4,2,19,1,0,7.5,8.0,7.0,6.2,4.3,8.3,6.1,6.8,9.6,6.7,105.7
477,43,Female,Divorced,1,Life Sciences,Technology,Software Engineer,5,18542,2,2,2,1,2,1,4,13,Travel_Frequently,No,1,2,4,2,4,3,17,3,1,7.3,8.1,7.1,5.8,4.9,5.1,6.5,6.1,6.5,6.6,92.7
478,51,Male,Married,4,Marketing,Research & Development,Research Scientist,3,11219,0,13,0,0,0,4,0,12,Travel_Rarely,Yes,4,1,3,4,4,3,18,3,0,5.0,5.5,4.4,8.9,5.0,4.8,6.1,6.5,7.8,4.7,112.2
479,58,Male,Divorced,2,Other,Research & Development,Research Director,3,7357,2,13,2,1,2,5,3,7,Travel_Rarely,Yes,4,3,3,4,2,4,16,0,1,7.7,7.7,8.9,6.0,9.3,5.4,6.1,7.3,7.8,7.9,73.6
480,24,Male,Single,2,Other,Technology,Tech Lead,4,10015,6,9,1,0,5,6,6,2,Travel_Rarely,No,4,3,3,2,3,4,19,1,0,6.7,5.4,5.4,7.1,7.4,10.0,6.9,7.3,7.6,7.4,66.8
481,21,Male,Married,3,Technical Degree,Research & Development,Research Scientist,1,1500,5,17,0,5,2,4,1,1,Non-Travel,Yes,3,3,3,4,2,3,13,0,0,6.2,7.0,6.4,8.4,7.0,7.1,7.8,7.7,7.2,6.4,50.0
482,28,Female,Married,3,Life Sciences,Technology,Tech Lead,2,4894,1,6,0,1,0,1,1,2,Travel_Rarely,No,4,4,2,1,3,4,11,0,1,8.4,6.6,5.2,8.8,4.5,4.6,8.7,6.2,7.5,5.4,81.6
483,46,Female,Married,1,Life Sciences,Sales,Manager,3,6401,5,19,2,0,0,0,4,5,Travel_Rarely,No,3,4,4,2,3,4,20,1,1,5.9,7.7,5.1,7.4,8.9,9.5,9.3,8.3,8.1,7.8,64.0
484,53,Female,Single,2,Life Sciences,Technology,DevOps Engineer,3,6377,13,24,0,1,11,2,2,29,Travel_Rarely,No,4,3,4,3,3,4,24,2,0,9.7,7.0,5.9,4.4,9.1,6.3,10.0,8.1,8.4,7.0,63.8
485,42,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,1,3017,2,7,1,1,0,2,0,1,Travel_Frequently,Yes,3,1,2,4,4,3,24,2,0,9.5,8.3,9.7,5.4,6.9,4.3,7.6,6.8,6.9,6.8,100.6
486,38,Male,Married,5,Technical Degree,Technology,Product Manager,2,3277,1,15,0,0,1,0,5,1,Travel_Rarely,No,2,3,4,4,3,4,23,3,1,8.5,8.5,6.8,9.2,6.7,5.0,7.0,7.7,7.8,7.4,54.6
487,53,Male,Married,1,Medical,Human Resources,HR Analyst,2,5103,4,11,2,4,4,3,5,7,Travel_Rarely,No,1,4,1,2,3,3,22,3,1,6.0,8.8,3.9,8.3,6.7,4.4,8.1,6.2,6.0,6.6,85.0
488,27,Female,Married,2,Medical,Sales,Sales Representative,3,8358,1,15,1,0,0,2,6,2,Travel_Rarely,No,3,4,3,2,2,3,22,0,1,7.9,10.0,6.2,8.0,7.8,5.7,5.7,6.8,7.1,7.9,83.6
489,54,Male,Divorced,3,Life Sciences,Sales,Manager,4,13239,5,5,0,1,5,3,3,15,Travel_Rarely,No,4,2,3,4,2,4,22,3,0,7.4,5.9,4.9,5.9,3.9,5.9,6.9,6.4,7.1,5.6,88.3
490,26,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,22982,8,20,1,6,5,4,4,1,Travel_Rarely,No,3,3,1,2,3,3,21,0,1,5.9,6.4,7.9,5.5,4.6,6.4,7.7,5.6,6.4,6.5,114.9
491,41,Female,Divorced,5,Medical,Technology,Data Scientist,3,7096,3,13,2,0,3,1,2,26,Travel_Rarely,Yes,4,3,2,4,4,4,14,2,0,8.6,6.4,5.8,4.9,5.1,4.9,6.0,6.0,8.6,5.8,71.0
492,52,Male,Divorced,1,Life Sciences,Technology,DevOps Engineer,4,16600,5,6,3,0,0,2,4,19,Travel_Rarely,No,3,4,2,1,3,4,18,1,0,7.0,4.1,3.2,6.2,5.7,7.2,8.5,6.3,7.0,5.6,110.7
493,52,Male,Divorced,3,Medical,Research & Development,Research Director,2,3239,5,6,1,0,1,2,2,17,Travel_Rarely,Yes,4,1,4,3,4,3,16,1,0,3.3,7.4,6.8,7.6,7.0,9.2,7.8,7.6,7.8,7.1,54.0
494,53,Male,Married,4,Human Resources,Research & Development,Research Scientist,2,5650,0,12,0,0,0,1,1,1,Travel_Rarely,No,3,4,4,3,3,3,17,0,0,9.2,6.9,4.3,9.2,8.3,4.8,6.7,7.8,8.5,5.9,94.2
495,35,Female,Married,5,Marketing,Research & Development,Research Scientist,2,6476,1,6,0,0,0,5,2,3,Travel_Rarely,No,1,3,3,3,3,3,24,0,0,9.3,8.7,6.8,6.8,8.2,8.6,7.7,7.9,6.5,7.5,107.9
496,56,Male,Divorced,3,Life Sciences,Technology,Software Engineer,3,1608,11,24,0,3,2,4,1,13,Travel_Rarely,No,4,4,3,4,4,3,23,1,0,6.9,8.4,7.9,7.0,3.7,6.4,6.9,6.6,9.6,6.3,16.1
497,49,Female,Single,4,Life Sciences,Technology,Product Manager,1,2482,13,26,0,3,3,3,1,13,Travel_Frequently,No,4,3,3,2,3,3,19,3,0,7.9,7.7,5.4,8.4,9.9,5.7,4.9,7.1,7.6,6.8,82.7
498,41,Female,Married,1,Medical,Research & Development,Research Director,3,8301,7,17,2,2,0,2,0,9,Travel_Frequently,Yes,3,4,3,3,3,3,12,0,1,7.5,7.4,5.7,6.3,10.0,7.5,8.6,8.0,8.1,6.9,83.0
499,40,Male,Married,3,Life Sciences,Technology,DevOps Engineer,3,8622,12,18,3,0,8,3,6,4,Travel_Rarely,No,3,4,4,3,3,2,17,0,0,6.3,6.2,6.3,6.8,9.5,7.0,7.1,7.8,8.5,7.3,86.2
500,49,Female,Married,3,Life Sciences,Technology,Tech Lead,2,6711,1,2,0,1,1,2,2,2,Travel_Rarely,No,2,4,3,2,1,4,22,0,1,10.0,7.3,4.7,7.1,5.3,7.3,7.6,7.0,6.0,6.3,111.8
501,54,Male,Single,4,Marketing,Technology,DevOps Engineer,5,15250,1,5,1,1,0,3,3,26,Travel_Rarely,No,3,4,2,2,4,3,14,0,1,6.1,7.6,6.2,6.2,5.6,4.6,8.0,6.0,8.0,6.2,76.2
502,29,Male,Married,2,Marketing,Technology,Data Scientist,3,6486,2,7,1,0,0,4,3,1,Non-Travel,Yes,4,1,2,2,2,4,17,0,1,7.1,7.0,6.4,7.7,3.7,4.0,4.8,5.2,5.4,5.9,64.9
503,30,Female,Divorced,2,Technical Degree,Technology,Product Manager,1,2539,0,3,0,0,0,2,2,1,Travel_Rarely,No,3,3,4,2,1,2,18,0,0,5.3,7.0,4.2,7.2,7.0,1.8,7.0,6.2,6.2,5.1,84.6
504,40,Female,Single,3,Life Sciences,Technology,Product Manager,2,6124,8,8,3,0,0,3,6,1,Non-Travel,No,3,1,1,4,2,3,22,0,1,8.3,7.2,8.4,7.3,7.0,6.8,6.3,6.9,5.2,7.6,102.1
505,42,Female,Divorced,1,Technical Degree,Research & Development,Research Scientist,3,9449,20,22,3,5,3,1,0,11,Travel_Rarely,Yes,3,3,4,3,3,4,12,3,0,8.0,7.3,2.6,5.5,5.8,4.2,9.0,7.0,7.9,5.1,94.5
506,52,Male,Single,2,Life Sciences,Technology,Product Manager,2,5034,8,21,2,1,0,2,3,1,Travel_Rarely,No,2,2,2,3,3,3,23,2,1,8.3,8.4,7.6,8.2,4.9,4.9,7.1,6.4,6.0,6.6,83.9
507,58,Male,Married,5,Life Sciences,Research & Development,Research Scientist,1,2385,4,13,4,2,1,2,4,6,Non-Travel,Yes,4,3,4,4,3,4,17,0,0,5.2,3.1,8.8,9.5,6.9,5.8,7.0,7.6,8.8,6.5,79.5
508,47,Male,Single,3,Marketing,Research & Development,Research Scientist,3,5088,1,9,1,1,1,0,3,3,Travel_Rarely,No,4,4,3,3,2,4,18,3,0,7.4,7.4,7.6,8.1,6.2,3.5,6.7,6.6,8.0,6.6,50.9
509,34,Male,Single,3,Marketing,Research & Development,Research Director,5,20109,1,13,1,1,1,6,0,1,Travel_Rarely,No,1,3,4,3,2,3,22,0,0,7.6,7.4,3.9,5.9,7.2,8.9,9.2,8.0,6.2,6.2,100.5
510,37,Male,Divorced,4,Other,Technology,Product Manager,2,5705,2,7,1,0,0,2,1,10,Travel_Rarely,Yes,2,4,3,3,2,3,11,2,0,5.0,8.3,7.7,4.7,9.3,5.5,6.3,6.6,7.0,7.2,95.1
511,42,Male,Married,3,Technical Degree,Sales,Sales Representative,4,11199,5,6,1,1,5,3,1,1,Travel_Rarely,No,1,1,2,3,2,4,21,1,0,7.6,6.8,10.0,6.8,7.7,7.1,5.9,6.8,4.2,7.5,74.7
512,39,Male,Married,2,Other,Research & Development,Research Director,4,11791,2,10,1,2,0,3,1,3,Travel_Rarely,No,4,4,2,1,4,3,20,0,0,6.0,3.9,5.6,7.9,6.9,7.8,6.1,6.3,8.1,5.6,78.6
513,30,Male,Single,2,Other,Research & Development,Laboratory Technician,1,1975,13,16,2,0,7,1,0,6,Non-Travel,No,3,2,3,4,3,3,15,0,0,6.6,4.3,6.0,6.0,6.9,2.4,6.4,6.3,7.2,4.8,65.8
514,36,Male,Married,3,Marketing,Sales,Sales Executive,3,9975,9,19,0,6,3,1,1,4,Travel_Frequently,No,3,3,4,4,3,4,24,3,0,7.9,3.9,7.5,6.5,4.6,5.3,7.1,6.9,8.2,5.4,99.8
515,53,Male,Married,3,Marketing,Sales,Sales Executive,2,4634,0,12,0,0,0,1,6,2,Travel_Rarely,No,3,3,4,3,3,3,19,0,1,7.3,8.5,4.3,8.7,6.4,7.7,8.1,7.8,7.9,7.2,77.2
516,29,Female,Married,3,Marketing,Technology,Data Scientist,2,4850,0,7,0,0,0,1,1,20,Travel_Rarely,No,4,4,4,3,4,3,12,0,0,5.9,4.8,2.9,4.6,7.1,4.0,6.1,6.3,9.6,4.7,80.8
517,58,Male,Married,1,Other,Technology,Tech Lead,3,9569,5,14,5,1,2,1,0,21,Travel_Rarely,No,4,4,1,3,4,3,16,3,0,5.3,9.0,6.8,7.5,8.2,6.7,9.1,7.1,8.5,7.0,95.7
518,36,Female,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,3,9055,1,7,1,1,1,7,4,4,Travel_Frequently,No,2,2,3,3,4,2,12,0,0,6.8,6.4,6.1,5.4,7.7,4.2,7.6,6.7,7.0,6.2,90.6
519,29,Female,Married,5,Life Sciences,Technology,Product Manager,1,2781,7,18,3,1,5,5,3,4,Travel_Rarely,Yes,3,1,4,2,1,3,13,1,0,7.3,6.7,3.9,8.3,6.0,6.8,5.3,6.8,5.0,5.9,92.7
520,26,Male,Married,4,Technical Degree,Technology,DevOps Engineer,4,13454,4,14,1,2,1,3,0,2,Travel_Rarely,Yes,4,4,4,2,2,3,21,3,1,7.0,9.6,6.8,8.1,9.0,4.9,4.7,6.9,8.0,7.0,89.7
521,24,Female,Single,4,Life Sciences,Research & Development,Laboratory Technician,3,8835,1,3,1,1,1,3,0,15,Travel_Rarely,No,3,3,2,4,4,3,24,3,0,6.8,7.4,5.3,6.9,3.0,6.2,7.2,6.2,8.1,5.2,88.4
522,45,Male,Divorced,4,Medical,Technology,Data Scientist,5,18675,3,17,2,1,3,2,2,6,Travel_Frequently,No,3,3,4,3,2,3,16,3,0,6.7,5.0,6.8,7.4,7.5,8.6,6.3,7.6,7.2,6.5,93.4
523,31,Male,Married,3,Life Sciences,Technology,Software Engineer,2,5452,2,9,1,0,2,2,1,1,Travel_Rarely,Yes,4,1,4,1,3,4,15,1,1,9.2,7.2,6.4,5.6,4.8,7.4,6.1,6.3,6.4,6.3,90.9
524,48,Male,Married,4,Technical Degree,Research & Development,Research Director,5,19805,10,13,6,0,6,1,5,15,Non-Travel,No,4,4,3,3,2,3,14,0,0,7.3,8.4,6.3,8.3,9.3,4.6,6.4,7.3,8.0,7.5,99.0
525,36,Male,Single,2,Human Resources,Sales,Sales Executive,2,3775,0,1,0,0,0,3,4,6,Travel_Rarely,No,4,2,1,3,2,4,17,2,0,7.3,6.2,6.0,7.6,8.3,7.1,6.4,6.9,6.0,7.1,62.9
526,33,Male,Divorced,4,Life Sciences,Technology,Data Scientist,1,2201,11,21,2,0,2,2,5,4,Travel_Rarely,Yes,2,3,1,4,2,3,24,2,0,6.7,9.7,2.5,6.9,3.9,6.8,7.5,6.3,6.0,6.3,73.4
527,22,Male,Single,3,Life Sciences,Human Resources,Human Resources,3,8154,5,9,0,0,0,0,2,3,Non-Travel,No,2,2,4,4,3,4,13,1,0,6.4,5.1,3.0,5.8,4.7,8.4,7.8,7.3,7.1,5.4,81.5
528,52,Female,Married,1,Life Sciences,Sales,Sales Executive,3,9268,6,6,5,1,0,3,4,1,Travel_Rarely,No,3,4,2,3,4,3,23,2,0,9.8,3.8,9.6,7.1,3.4,6.2,7.1,6.3,8.4,5.9,92.7
529,29,Female,Married,4,Technical Degree,Human Resources,HR Analyst,3,11215,0,12,0,0,0,3,1,25,Travel_Rarely,No,4,2,3,4,2,3,20,3,0,7.8,9.6,8.8,6.4,7.9,6.1,7.5,7.5,7.1,7.6,112.2
530,42,Male,Single,5,Life Sciences,Research & Development,Research Scientist,2,4186,4,11,3,0,2,1,5,10,Travel_Rarely,No,4,4,4,4,3,4,17,1,0,8.2,5.7,5.4,8.2,7.3,7.6,5.9,7.8,9.4,6.9,69.8
531,38,Female,Divorced,2,Life Sciences,Technology,Software Engineer,1,2939,4,17,0,0,2,2,1,1,Travel_Rarely,No,4,2,4,4,4,4,22,0,0,5.8,5.5,6.9,9.5,8.1,7.6,6.8,8.1,8.8,6.7,98.0
532,53,Male,Married,4,Life Sciences,Research & Development,Research Scientist,3,7532,3,10,1,0,3,4,1,5,Travel_Rarely,No,4,3,4,3,3,4,19,0,0,8.5,6.2,2.7,8.0,1.7,10.0,7.4,7.1,8.4,5.1,75.3
533,40,Male,Divorced,1,Medical,Research & Development,Research Director,2,6370,7,9,6,0,3,2,3,6,Travel_Rarely,No,4,4,1,3,4,3,12,1,0,5.5,5.5,3.0,6.5,5.0,9.1,7.2,6.3,8.5,5.6,106.2
534,33,Female,Divorced,3,Life Sciences,Technology,Tech Lead,3,11750,4,4,0,0,4,1,4,1,Travel_Rarely,No,2,2,4,3,4,4,15,0,0,7.5,8.3,1.0,9.2,7.8,6.1,8.2,8.0,7.4,6.4,117.5
535,56,Male,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,2,3251,9,12,3,1,1,4,4,4,Travel_Rarely,No,2,4,1,3,1,3,11,0,0,7.2,6.3,3.8,6.4,8.8,5.8,7.3,6.8,5.6,6.4,54.2
536,59,Male,Single,3,Life Sciences,Sales,Sales Representative,5,16825,1,9,0,0,1,2,2,8,Non-Travel,No,3,4,1,4,3,3,17,1,0,9.0,5.2,4.7,7.4,5.9,4.5,4.5,6.0,7.8,5.2,84.1
537,56,Male,Divorced,5,Technical Degree,Human Resources,HR Manager,3,4504,8,16,1,1,0,2,0,2,Travel_Rarely,No,3,4,2,2,4,3,12,1,0,6.3,6.6,7.4,6.4,7.0,3.0,6.4,5.7,8.0,5.7,45.0
538,31,Male,Married,4,Life Sciences,Technology,Product Manager,3,5627,0,14,0,0,0,4,1,3,Travel_Frequently,No,2,1,3,4,3,3,21,1,1,7.8,5.6,5.5,7.0,7.9,6.2,9.3,8.0,6.1,5.9,56.3
539,48,Female,Divorced,4,Medical,Sales,Manager,5,12140,8,8,2,0,0,0,1,1,Travel_Frequently,No,4,4,4,3,1,3,15,0,0,7.6,6.9,6.5,4.4,9.3,1.7,6.4,6.6,7.8,6.1,60.7
540,22,Male,Married,2,Life Sciences,Human Resources,HR Manager,3,9560,14,24,2,0,1,1,5,4,Travel_Rarely,No,1,4,3,2,3,3,11,0,0,5.8,5.6,5.3,5.2,3.7,10.0,6.9,6.2,6.8,6.3,95.6
541,52,Female,Divorced,5,Technical Degree,Research & Development,Research Director,1,2718,2,16,2,0,1,1,2,7,Travel_Rarely,No,4,4,1,3,4,4,24,0,0,7.8,6.7,5.7,6.9,6.1,4.4,4.4,5.6,8.5,6.0,90.6
542,40,Male,Married,1,Other,Research & Development,Laboratory Technician,1,2900,3,9,0,0,0,3,4,1,Travel_Frequently,No,4,4,3,2,4,3,21,1,1,6.8,6.7,5.3,7.4,3.8,8.6,5.8,6.2,8.9,6.2,96.7
543,46,Male,Married,4,Other,Research & Development,Research Scientist,3,9533,5,10,1,0,1,3,3,7,Travel_Rarely,No,1,3,1,2,3,4,24,1,0,6.9,9.8,6.5,6.8,7.3,5.8,6.3,6.0,5.4,7.6,95.3
544,28,Male,Single,3,Marketing,Research & Development,Laboratory Technician,2,5485,0,13,0,0,0,6,4,4,Travel_Rarely,Yes,1,4,2,4,3,4,24,1,1,6.4,8.8,1.0,8.3,3.9,7.2,9.7,7.2,7.1,5.9,91.4
545,35,Female,Divorced,1,Medical,Technology,DevOps Engineer,3,8690,3,9,3,0,1,2,3,9,Non-Travel,No,2,3,3,3,3,3,11,0,0,7.1,7.3,6.0,3.8,6.5,3.5,7.2,6.0,7.0,6.1,86.9
546,29,Male,Married,4,Technical Degree,Research & Development,Laboratory Technician,1,2434,2,8,2,2,2,4,3,3,Travel_Rarely,No,2,3,3,2,2,3,14,0,0,7.1,6.5,5.7,7.7,6.7,7.2,7.0,6.9,6.0,6.4,81.1
547,26,Female,Married,2,Technical Degree,Technology,Data Scientist,2,6019,10,17,0,0,2,1,4,6,Travel_Frequently,Yes,3,3,3,4,2,2,17,2,0,7.8,6.5,9.3,9.0,5.0,6.3,6.8,7.2,7.2,6.6,100.3
548,27,Female,Divorced,2,Life Sciences,Sales,Sales Representative,2,5012,10,17,0,3,1,2,5,7,Travel_Frequently,No,4,4,3,1,3,3,17,0,1,7.5,7.2,6.5,8.2,8.3,9.9,5.5,7.2,7.9,7.8,83.5
549,34,Male,Married,3,Human Resources,Technology,Tech Lead,5,19890,6,15,0,2,0,2,1,9,Travel_Rarely,Yes,3,3,2,3,4,4,18,1,0,8.3,5.7,9.2,8.0,6.9,3.5,8.6,6.9,7.8,6.3,99.4
550,55,Female,Single,1,Medical,Human Resources,HR Analyst,3,4538,5,18,5,0,0,1,3,11,Travel_Rarely,No,3,4,4,1,2,3,22,0,0,8.2,6.4,4.4,8.5,6.6,3.4,4.9,6.2,7.1,5.6,45.4
551,24,Female,Married,2,Life Sciences,Technology,DevOps Engineer,5,13769,6,16,4,0,4,3,5,1,Travel_Rarely,No,3,2,3,2,4,3,23,0,0,9.3,6.6,4.5,5.2,5.3,4.0,7.0,6.0,7.1,5.8,68.8
552,30,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,5,21528,2,3,1,1,0,8,2,26,Non-Travel,Yes,3,3,1,2,2,2,19,0,0,8.0,7.0,9.4,5.2,6.1,2.0,4.4,4.7,5.8,6.0,107.6
553,57,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,2165,2,13,1,2,0,3,2,14,Travel_Rarely,Yes,2,3,3,4,3,3,14,2,1,7.2,7.2,5.5,6.5,4.9,4.3,6.4,6.4,7.4,5.6,72.2
554,59,Male,Single,1,Medical,Sales,Manager,2,3604,4,15,1,0,1,4,3,6,Travel_Frequently,No,2,2,3,4,4,3,12,0,0,8.7,8.1,4.4,6.8,5.9,4.1,4.2,6.3,7.4,6.0,60.1
555,26,Male,Single,4,Life Sciences,Technology,DevOps Engineer,3,9590,13,24,2,0,2,2,1,17,Travel_Rarely,No,4,3,4,4,2,3,20,3,0,7.2,8.4,6.0,7.3,6.5,6.0,6.2,7.3,8.1,6.4,95.9
556,44,Male,Single,2,Life Sciences,Research & Development,Research Director,4,13003,6,9,3,0,3,2,3,3,Travel_Rarely,No,3,4,4,3,3,4,22,2,1,7.4,7.8,6.4,5.2,10.0,6.1,8.4,7.9,8.5,7.6,86.7
557,19,Male,Married,5,Life Sciences,Human Resources,Human Resources,2,4593,4,7,1,0,1,2,2,1,Travel_Rarely,Yes,4,3,4,4,2,3,24,1,0,3.2,9.6,8.5,6.6,6.4,3.0,5.3,6.1,8.1,6.9,76.6
558,22,Female,Single,4,Marketing,Technology,Product Manager,5,23432,7,19,6,5,2,2,6,10,Travel_Frequently,Yes,2,2,4,3,4,1,24,1,1,5.6,8.0,4.4,8.4,5.2,8.4,6.4,7.2,7.4,6.4,117.2
559,46,Male,Married,2,Technical Degree,Research & Development,Manufacturing Director,1,3168,2,16,2,2,1,5,2,22,Travel_Rarely,No,1,3,3,3,3,4,22,3,0,8.0,6.9,7.5,6.5,4.2,7.2,8.3,6.9,6.5,6.5,105.6
560,54,Male,Divorced,4,Life Sciences,Technology,Data Scientist,2,4812,6,16,0,0,0,2,4,1,Travel_Rarely,Yes,3,3,3,3,2,3,23,1,0,9.0,6.9,9.5,4.6,7.7,7.9,10.0,7.8,6.9,7.8,80.2
561,55,Female,Single,4,Life Sciences,Technology,DevOps Engineer,3,9728,2,11,2,0,1,5,6,8,Travel_Rarely,No,4,3,1,4,4,2,24,0,0,7.8,8.4,8.2,4.6,4.6,8.4,7.5,6.4,8.2,7.4,97.3
562,36,Female,Married,5,Life Sciences,Technology,Product Manager,2,2761,1,12,1,0,1,3,1,13,Travel_Rarely,No,4,3,4,1,3,2,23,1,1,7.9,6.6,9.6,8.5,7.2,4.1,6.6,6.7,7.6,6.3,46.0
563,25,Male,Divorced,3,Other,Research & Development,Research Director,1,3046,4,16,4,3,2,3,4,18,Travel_Rarely,No,2,2,1,3,2,3,20,0,0,8.0,7.6,6.0,9.2,9.0,4.9,6.8,7.1,5.0,7.1,101.5
564,18,Female,Divorced,1,Medical,Research & Development,Manufacturing Director,2,3913,5,12,1,4,4,4,6,2,Travel_Frequently,No,4,3,3,3,3,3,13,0,0,7.1,7.8,7.2,5.8,7.9,6.8,6.3,6.9,8.0,7.7,65.2
565,39,Male,Married,3,Medical,Sales,Sales Representative,1,1773,3,16,1,0,3,5,5,1,Travel_Rarely,No,3,4,1,3,3,2,19,3,0,5.6,3.3,4.5,8.3,4.8,8.6,6.9,6.4,7.4,5.3,59.1
566,34,Male,Married,3,Life Sciences,Technology,Product Manager,3,5465,4,16,3,1,0,2,6,2,Travel_Rarely,No,1,3,2,3,2,3,21,2,0,8.0,4.8,10.0,7.9,6.9,6.7,10.0,7.6,5.5,7.3,54.6
567,24,Female,Divorced,3,Technical Degree,Human Resources,HR Manager,4,8157,5,17,2,5,0,1,5,6,Travel_Frequently,Yes,1,1,2,3,3,4,23,1,1,5.1,8.3,7.8,4.9,8.8,6.0,8.4,6.8,4.9,8.1,54.4
568,42,Male,Married,3,Marketing,Research & Development,Manufacturing Director,4,15808,7,9,1,0,1,2,5,20,Travel_Rarely,No,3,4,2,1,3,3,18,1,0,7.7,7.7,6.5,7.8,7.1,4.7,8.0,6.4,7.0,6.9,105.4
569,21,Male,Divorced,4,Life Sciences,Technology,Data Scientist,3,9572,11,22,11,0,3,2,6,6,Travel_Rarely,No,3,1,1,3,4,3,16,2,0,9.1,2.9,5.9,8.0,6.1,3.4,7.7,6.4,6.1,5.4,95.7
570,53,Male,Single,5,Life Sciences,Sales,Manager,2,4234,2,14,1,0,0,2,6,20,Travel_Rarely,No,1,1,3,3,1,4,21,1,0,7.4,2.9,1.7,6.6,8.1,8.4,7.3,7.6,4.0,5.9,70.6
571,23,Male,Divorced,2,Medical,Technology,DevOps Engineer,2,5854,15,29,0,0,8,3,0,11,Travel_Frequently,No,4,4,3,3,2,4,23,1,0,7.8,9.2,1.7,6.4,7.4,5.3,7.4,7.0,8.0,5.9,97.6
572,48,Male,Married,1,Human Resources,Technology,DevOps Engineer,1,2202,5,17,5,0,2,1,6,7,Travel_Rarely,No,4,4,3,4,4,4,13,1,0,8.6,8.0,3.8,7.3,6.7,6.2,9.3,7.8,9.6,7.0,73.4
573,36,Male,Married,2,Human Resources,Technology,Data Scientist,2,5323,7,18,0,6,1,2,5,1,Travel_Rarely,Yes,4,1,3,3,3,3,20,0,1,6.8,9.1,4.9,5.8,7.7,9.4,7.4,7.5,6.8,7.8,88.7
574,56,Female,Single,4,Marketing,Technology,Product Manager,1,2258,6,8,0,1,3,2,3,3,Travel_Rarely,No,3,3,3,1,2,3,18,0,0,9.2,5.5,7.3,8.8,7.0,5.3,6.9,6.8,6.1,6.3,75.3
575,44,Female,Married,4,Technical Degree,Research & Development,Laboratory Technician,4,12688,1,13,1,0,0,2,4,1,Travel_Rarely,No,4,1,4,2,4,3,23,3,0,8.5,6.1,7.6,7.0,5.7,6.2,5.8,6.6,7.4,6.5,84.6
576,27,Male,Single,3,Life Sciences,Sales,Sales Executive,4,10638,0,1,0,0,0,1,5,3,Travel_Rarely,No,3,4,3,2,4,4,12,3,0,7.2,9.7,6.0,6.4,6.9,5.1,7.4,6.6,8.4,7.6,70.9
577,43,Male,Divorced,3,Marketing,Technology,Product Manager,2,4240,6,6,6,2,1,2,1,1,Travel_Rarely,No,4,4,1,2,2,3,21,1,0,3.7,7.6,6.6,6.8,6.0,3.5,6.4,5.1,6.9,5.9,70.7
578,36,Male,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,3,9424,3,10,1,0,0,5,6,1,Travel_Rarely,No,4,2,2,3,4,4,14,1,0,6.8,7.1,5.6,8.5,8.6,6.7,7.0,7.3,7.6,7.6,94.2
579,56,Male,Single,3,Life Sciences,Sales,Sales Executive,1,2852,6,19,2,0,5,3,5,4,Non-Travel,No,3,2,3,3,3,4,14,2,0,6.8,6.8,8.2,6.8,6.0,2.1,6.0,5.9,6.9,6.7,95.1
580,20,Female,Divorced,3,Human Resources,Technology,Software Engineer,3,7795,3,11,0,0,3,3,3,5,Travel_Frequently,No,3,3,4,3,4,3,19,2,0,7.5,4.4,4.5,6.3,6.0,9.0,7.3,7.5,8.5,5.8,78.0
